position,eval
---oxx---,0
---oxoxxo,1
---oxoxx-,-1
---oxoxox,1
---oxox-x,-1
---oxox--,1
---ox-xox,-1
---ox-xo-,1
---ox-xxo,-1
---ox-x-o,1
---ox-x--,-1
---oxooxx,1
---oxo-xx,-1
---oxo-x-,1
---ox-oxx,1
---ox-ox-,1
---ox--xo,1
---ox--x-,-1
---oxo--x,1
---ox-o-x,1
---ox--ox,1
---ox---x,-1
---ox----,1
----xoxox,-1
----xoxo-,1
----xoxxo,1
----xox-o,1
----xox--,-1
----xooxx,-1
----xoox-,1
----xo-xo,1
----xo-x-,-1
----xoo-x,1
----xo-ox,1
----xo--x,-1
----xo---,1
----xxoox,-1
----xxoo-,1
----xxoxo,-1
----xxo-o,1
----xxo--,0
----x-oxo,1
----x-ox-,0
----x-oox,1
----x-o-x,0
----x-o--,0
----xxxoo,-1
----xx-oo,1
----xx-o-,-1
----x-xoo,1
----x-xo-,-1
----x--ox,-1
----x--o-,1
----xx--o,0
----x-x-o,0
----x--xo,0
----x---o,0
----x----,0
ooo--xxx-,-1
oo-o-xxxx,-1
oo-o-xxx-,1
oo--oxxxx,-1
oo--oxxx-,1
oo---xxxo,-1
oo---xxx-,1
ooo--xx-x,-1
oo-o-xx-x,1
oo--oxx-x,1
oo---xxox,1
oo---xx-x,1
oo---xx--,1
o-oo-xxxx,-1
o-oo-xxx-,1
o-o-oxxxx,-1
o-o-oxxx-,1
o-o--xxxo,-1
o-o--xxx-,1
o-oo-xx-x,1
o-o-oxx-x,1
o-o--xxox,0
o-o--xx-x,1
o-o--xx--,0
o--ooxxxx,-1
o--ooxxx-,1
o--o-xxxo,1
o--o-xxx-,-1
o--ooxx-x,1
o--o-xxox,1
o--o-xx-x,-1
o--o-xx--,1
o---oxxxo,-1
o---oxxx-,1
o---oxxox,1
o---oxx-x,-1
o---oxx--,1
o----xxox,0
o----xxo-,1
o----xxxo,1
o----xx-o,1
o----xx--,0
ooo--x-xx,-1
oo-o-x-xx,1
oo--ox-xx,1
oo---xoxx,1
oo---x-xx,1
oo---x-x-,1
o-oo-x-xx,1
o-o-ox-xx,1
o-o--xoxx,-1
o-o--x-xx,1
o-o--x-x-,-1
o--oox-xx,1
o--o-xoxx,-1
o--o-x-xx,1
o--o-x-x-,1
o---oxoxx,1
o---ox-xx,-1
o---ox-x-,1
o----xoxx,1
o----xox-,-1
o----x-xo,1
o----x-x-,1
oo---x--x,1
o-o--x--x,-1
o--o-x--x,1
o---ox--x,1
o----xo-x,1
o----x-ox,1
o----x--x,1
o----x---,1
-ooo-xxxx,-1
-ooo-xxx-,1
-oo-oxxxx,-1
-oo-oxxx-,1
-oo--xxxo,0
-oo--xxx-,1
-ooo-xx-x,1
-oo-oxx-x,1
-oo--xxox,-1
-oo--xx-x,1
-oo--xx--,1
-o-ooxxxx,-1
-o-ooxxx-,1
-o-o-xxxo,0
-o-o-xxx-,0
-o-ooxx-x,1
-o-o-xxox,1
-o-o-xx-x,-1
-o-o-xx--,1
-o--oxxxo,0
-o--oxxx-,0
-o--oxxox,-1
-o--oxx-x,1
-o--oxx--,0
-o---xxox,1
-o---xxo-,1
-o---xxxo,1
-o---xx-o,1
-o---xx--,0
-ooo-x-xx,1
-oo-ox-xx,1
-oo--xoxx,-1
-oo--x-xx,1
-oo--x-x-,1
-o-oox-xx,1
-o-o-xoxx,1
-o-o-x-xx,-1
-o-o-x-x-,1
-o--oxoxx,1
-o--ox-xx,-1
-o--ox-x-,1
-o---xoxx,1
-o---xox-,0
-o---x-xo,0
-o---x-x-,0
-oo--x--x,-1
-o-o-x--x,1
-o--ox--x,1
-o---xo-x,1
-o---x-ox,1
-o---x--x,1
-o---x---,1
--oooxxxx,-1
--oooxxx-,1
--oo-xxxo,0
--oo-xxx-,0
--oooxx-x,1
--oo-xxox,0
--oo-xx-x,0
--oo-xx--,0
--o-oxxxo,0
--o-oxxx-,0
--o-oxxox,0
--o-oxx-x,0
--o-oxx--,0
--o--xxox,1
--o--xxo-,1
--o--xxxo,1
--o--xx-o,1
--o--xx--,0
--ooox-xx,1
--oo-xoxx,-1
--oo-x-xx,1
--oo-x-x-,0
--o-oxoxx,-1
--o-ox-xx,1
--o-ox-x-,0
--o--xoxx,1
--o--xox-,1
--o--x-xo,1
--o--x-x-,1
--oo-x--x,0
--o-ox--x,0
--o--xo-x,1
--o--x-ox,1
--o--x--x,1
--o--x---,0
---ooxxxo,0
---ooxxx-,0
---ooxxox,1
---ooxx-x,-1
---ooxx--,1
---o-xxox,0
---o-xxo-,1
---o-xxxo,0
---o-xx-o,0
---o-xx--,0
---ooxoxx,1
---oox-xx,-1
---oox-x-,1
---o-xoxx,1
---o-xox-,1
---o-x-xo,0
---o-x-x-,0
---oox--x,1
---o-xo-x,1
---o-x-ox,1
---o-x--x,0
---o-x---,0
----oxxox,1
----oxxo-,0
----oxxxo,1
----oxx-o,0
----oxx--,0
----oxoxx,1
----oxox-,0
----ox-xo,0
----ox-x-,0
----oxo-x,1
----ox-ox,1
----ox--x,0
----ox---,0
-----xoxo,1
-----xox-,1
-----xoox,1
-----xo-x,-1
-----xo--,1
-----xxoo,1
-----xxo-,0
-----x-ox,-1
-----x-o-,1
-----xx-o,0
-----x-xo,0
-----x--o,0
-----x---,0
oo----xxx,-1
oo----xx-,1
o-o---xxx,-1
o-o---xx-,1
o--o--xxx,-1
o--o--xx-,1
o---o-xxx,-1
o---o-xx-,1
o----oxxx,-1
o----oxx-,1
o-----xxo,1
o-----xx-,-1
oo----x-x,1
o-o---x-x,1
o--o--x-x,1
o---o-x-x,1
o----ox-x,1
o-----xox,1
o-----x-x,-1
o-----x--,1
-oo---xxx,-1
-oo---xx-,1
-o-o--xxx,-1
-o-o--xx-,1
-o--o-xxx,-1
-o--o-xx-,1
-o---oxxx,-1
-o---oxx-,1
-o----xxo,0
-o----xx-,0
-oo---x-x,1
-o-o--x-x,1
-o--o-x-x,1
-o---ox-x,1
-o----xox,1
-o----x-x,-1
-o----x--,1
--oo--xxx,-1
--oo--xx-,1
--o-o-xxx,-1
--o-o-xx-,1
--o--oxxx,-1
--o--oxx-,1
--o---xxo,-1
--o---xx-,1
--oo--x-x,1
--o-o-x-x,1
--o--ox-x,1
--o---xox,1
--o---x-x,-1
--o---x--,1
---oo-xxx,-1
---oo-xx-,1
---o-oxxx,-1
---o-oxx-,1
---o--xxo,1
---o--xx-,-1
---oo-x-x,1
---o-ox-x,1
---o--xox,1
---o--x-x,-1
---o--x--,1
----ooxxx,-1
----ooxx-,1
----o-xxo,0
----o-xx-,0
----oox-x,1
----o-xox,0
----o-x-x,0
----o-x--,0
-----oxxo,-1
-----oxx-,1
-----oxox,1
-----ox-x,-1
-----ox--,1
------xox,0
------xo-,1
------xxo,1
------x-o,1
------x--,0
oo-----xx,1
o-o----xx,1
o--o---xx,1
o---o--xx,1
o----o-xx,1
o-----oxx,-1
o------xx,1
o------x-,1
-oo----xx,1
-o-o---xx,1
-o--o--xx,1
-o---o-xx,1
-o----oxx,0
-o-----xx,0
-o-----x-,0
--oo---xx,1
--o-o--xx,1
--o--o-xx,1
--o---oxx,1
--o----xx,-1
--o----x-,1
---oo--xx,1
---o-o-xx,1
---o--oxx,-1
---o---xx,1
---o---x-,1
----oo-xx,1
----o-oxx,0
----o--xx,0
----o--x-,0
-----ooxx,1
-----o-xx,-1
-----o-x-,1
------oxx,1
------ox-,0
-------xo,0
-------x-,0
o-------x,1
-o------x,1
--o-----x,1
---o----x,1
----o---x,0
-----o--x,1
------o-x,1
-------ox,1
--------x,0
---------,0
